"","Date.and.Time.of.initial.call","Date.and.time.of.Ranger.response","Borough","Property","Location","Species.Description","Call.Source","Species.Status","Animal.Condition","Duration.of.Response","Age","Animal.Class","X311SR.Number","Final.Ranger.Action","X..of.Animals","PEP.Response","Animal.Monitored","Rehabilitator","Hours.spent.monitoring","Police.Response","ESU.Response","ACC.Intake.Number"
"106","4/11/19 8:30","4/11/19 9:00","Manhattan","Central Park","By pinetum south of the basketball courts","saw whet owl","Public","Native","N/A",0.5,"Adult","raptors","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"107","4/9/19 14:00","4/9/19 14:20","Queens","Alley Pond Park","On perimeter of Little Alley Pond (40.740234, -73.740571)","raccoon","Public","Native","DOA",0.5,"Adult","small mammals-rvs","1-1-1704077610","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"108","4/8/19 13:15","4/8/19 13:17","Queens","Rockaway Beach 48 Street","On the sand in the plover site","dog","Employee","Domestic","Healthy",2.25,"Adult","domestic","1-1-1-705059331","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"76392"
"109","4/9/19 14:00","4/9/19 14:05","Manhattan","Central Park","By Dana Center on Bald Cypress Tree","robin","Conservancies/""Friends of"" Groups","Native","DOA",1,"Adult","birds","1-1-1703575501","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"110","4/9/19 9:30","4/9/19 9:30","Staten Island","Willowbrook Park","Willowbrook pond","domestic duck","Other","Domestic","N/A",1.25,"Adult","domestic","","Advised/Educated others",6,FALSE,FALSE,"",NA,FALSE,FALSE,""
"111","4/7/19 12:30","4/7/19 13:20","Queens","Forest Park","Tennis Courts (40.697601, -73.856528)","raccoon","Employee","Native","DOA",1.5,"Adult","small mammals-rvs","1-1-1701121600","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"59423"
"112","4/7/19 15:00","4/7/19 15:20","Manhattan","Inwood Hill Park","Gaelic field, southeastern corner closer to the Marsh side, at the base of a London Plane tree GPS (40.873125, -73.921672)","big brown bat","Public","Native","Healthy",0.25,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"113","4/6/19 16:00","4/6/19 16:00","Manhattan","Randall's Island Park","Northeast part of the park connecting to the bronx","opossum","Conservancies/""Friends of"" Groups","Native","N/A",0.25,"Adult;#Juvenile;#Infant","small mammals-non rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"114","4/5/19 12:30","4/5/19 13:00","Manhattan","Centrail Park","Hecksher Ballfields","opossum","Employee","Native","Healthy",0.5,"Adult","small mammals-non rvs","","Advised/Educated others",1,TRUE,FALSE,"",NA,FALSE,FALSE,""
"115","4/4/19 15:30","4/4/19 15:30","Manhattan","St. Nicholas Park","135th and St. Nicholas Terrace","corn snake","Employee","Domestic","Healthy",2,"Juvenile","domestic","1-1-1703602281","Relocated/Condition Corrected",1,TRUE,FALSE,"",NA,FALSE,FALSE,""
"116","4/4/19 14:00","4/4/19 14:15","Manhattan","Isham Park","On the desire line north of the marble outcrop","opossum","Employee","Native","DOA",1,"Adult","small mammals-non rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"117","4/4/19 8:30","4/4/19 8:40","Queens","Kissena Park","Rose Ave and Parsons Blvd in the park on the staircase by the tennis courts (40.7477253, -738101592)","raccoon","Employee","Native","Unhealthy",3.5,"Adult","small mammals-rvs","1-1-1700464690","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"75888"
"118","4/3/19 16:30","4/3/19 16:40","Manhattan","Fort Tryon Park","West of the Anne Loftus Playground on the path up the hill by the glacial pothole","skunk","Public","Native","Unhealthy",2,"Juvenile","small mammals-rvs","1-1-1697722871","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"59026"
"119","4/3/19 10:30","4/3/19 11:00","Queens","Kissena Park","Kissena Lake","mute swan","Public","Native","Healthy",0.5,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"120","4/3/19 10:15","4/3/19 10:30","Queens","Flushing Meadows Corona Park","Near Triassic Playground (40.729679, -73.834498)","raccoon","Employee","Native","Unhealthy",1,"Juvenile","small mammals-rvs","1-1-1694669900","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"58987"
"121","4/1/19 21:10","4/2/19 15:30","Staten Island","Greenbelt Recreation Center","In parking lot outside of recreation center","chicken","Employee","Domestic","Healthy",1,"Adult","domestic","1-1-1700423471","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"58946"
"122","4/2/19 10:00","4/2/19 11:00","Manhattan","Central Park","Near Billie Johnson Playground","opossum","Conservancies/""Friends of"" Groups","Native","N/A",0.5,"Adult","small mammals-non rvs","n/a","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"123","4/2/19 11:00","4/2/19 11:20","Manhattan","Central Park","Northwoods near 102nd St Cross Over","coopers hawk","Conservancies/""Friends of"" Groups","Native","N/A",0.5,"Juvenile","raptors","n/a","Submitted for DEC Testing",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"124","4/2/19 9:00","4/2/19 10:00","Staten Island","Greenbelt Recreation Center","Around the soccer field","chicken","Central","Domestic","N/A",0.5,"Adult","domestic","","Unfounded",2,FALSE,FALSE,"",NA,FALSE,FALSE,""
"125","4/2/19 9:20","4/2/19 9:25","Bronx","Van Cortlandt Park","Driveway leading to Arthur Ross Nursery","raccoon","Employee","Native","Unhealthy",0.75,"Adult","small mammals-rvs","1-1-1702035690","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"126","3/30/19 15:15","3/30/19 15:30","Staten Island","Willowbrook Park","Near Pond","canada goose","Central","Native","N/A",0.75,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",0.75,FALSE,FALSE,""
"127","4/1/19 11:30","4/1/19 15:00","Staten Island","Willowbrook Park","Entrance from Eton Place","canada goose","Public","Native","N/A",1,"Adult","birds","","Monitored Animal",2,FALSE,FALSE,"",NA,FALSE,FALSE,""
"128","4/1/19 14:00","4/1/19 0:00","Manhattan","Inwood Hill Park","Northernmost corner of Gaelic Field, largest black willow tree, within a cavity 12 feet off ground. GPS 40°52'27.0""N 73°55'21.6""W","raccoon","Public","Native","DOA",0.25,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"129","3/31/19 12:30","3/31/19 14:30","Staten Island","Conference House Park","On beach, off the trail leading to the beach from Swinnerton Street and Billop Ave","harbor porpoise","Public","Native","DOA",0.75,"Adult","marine mammals","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"130","3/31/19 8:00","3/31/19 9:50","Brooklyn","Saratoga Park","East entrance directly across from 55 Saratoga Avenue (40.685087, -73.917907)","raccoon","Central","Native","Unhealthy",1.5,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,TRUE,FALSE,""
"131","3/30/19 13:00","3/30/19 13:30","Queens","Forest Park","40.704718, -73.839654","raccoon","Employee","Native","Unhealthy",3,"Adult","small mammals-rvs","1-1-1700071375","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"58634"
"132","3/30/19 14:45","3/30/19 15:05","Queens","College Point Park","College Point Blvd & 14th Ave (40.7855485,-73.8458702)","raccoon","Employee","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1694669765","Unfounded",1,FALSE,FALSE,"",NA,TRUE,FALSE,""
"133","3/30/19 13:15","3/30/19 13:30","Brooklyn","Shore Park and Parkway","By the 4th Avenue entrance","opossum","Central","Native","Unhealthy",1.5,"Adult","small mammals-non rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"134","3/29/19 15:00","3/29/19 15:00","Brooklyn","Prospect Park","Ice ladder Ladder 26 lullwater 40.659509. -73.968214","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Adult","small mammals-rvs","n/a","Monitored Animal",1,FALSE,TRUE,"",2,FALSE,FALSE,""
"135","3/29/19 21:30","3/30/19 10:00","Manhattan","Morningside Park","113th near steps","boa constrictor snake","Public","Exotic","N/A",1,"Adult","terrestrial reptile or amphibian","1-1-1701039707","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"136","3/29/19 12:12","3/29/19 0:42","Brooklyn","Shore Park and Parkway","40.634161, -74.038561","raccoon","Employee","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1700071330","ACC",1,FALSE,TRUE,"",0.25,FALSE,FALSE,"58532"
"137","3/28/19 13:00","3/28/19 16:00","Bronx","Orchard Beach","Between the volleyball and basketball courts","skunk","Central","Native","Unhealthy",3,"Adult","small mammals-rvs","1-1-1697120530","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"58463"
"138","3/27/19 12:00","3/27/19 13:00","Bronx","Bronx Park","""On the walking path by the water""","chicken","Central","Domestic","N/A",1.5,"Adult","domestic","","Unfounded",6,FALSE,FALSE,"",NA,FALSE,FALSE,""
"139","3/28/19 12:15","3/28/19 12:30","Staten Island","Schmul Park 40.589434, -74.187249","Basket ball court fence","raccoon","Central","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1699698200","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"58448"
"140","3/28/19 9:25","3/28/19 9:33","Staten Island","Ocean Breeze Park","mason & Raritan Ave","turkey","Central","Native","Injured",1.25,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"141","3/28/19 9:15","3/28/19 12:18","Staten Island","High Rock Park","Between Altamont Street and Moravian Cemetary","turkey","Central","Native","N/A",0.25,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"142","3/27/19 16:55","3/27/19 17:00","Staten Island","Historic Richmondtown","Near the pond side","canada goose","Public","Native","Injured",1.25,"Adult","birds","","Monitored Animal",2,FALSE,FALSE,"",NA,FALSE,FALSE,""
"143","3/27/19 11:30","3/27/19 11:30","Queens","Forest Park","Behind Visitor Center (40.700421, -73.855356)","raccoon","Public","Native","Unhealthy",1,"Juvenile","small mammals-rvs","1-1-1694760831","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"58319"
"144","3/26/19 8:30","3/26/19 9:08","Staten Island","Hylan Boulevard and Ithaca Street","Bluebelt area on Hylan Boulevard and Ithaca Street","deer","Central","Domestic","DOA",0.5,"Adult","deer","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"145","3/26/19 15:45","3/26/19 15:50","Queens","Dubos Point Wildlife Sanctuary","Near entrance of park, Bay 65th St and Bayfield Ave","dolphin","Central","Native","N/A",2.25,"Adult","marine mammals","1-1-1697120443","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"146","3/24/19 12:00","3/26/19 13:48","Queens","Alley Pond Park","Oakland Lake","raccoon","Employee","Native","DOA",0.5,"Adult","small mammals-rvs","1-1-1698518035","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"147","3/26/19 12:00","3/26/19 13:00","Queens","Roy Wilkins Recreation Center","Vicinity of Roy Wilkins Rec Ctr","dog","Employee","Domestic","Healthy",2.5,"Adult","domestic","1-1-1694760721","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"58241"
"148","3/25/19 15:20","3/25/19 15:25","Queens","Macneil Park","Next to the fence along the waterside; cross streets: Poppenhusen Ave & College Place; 40.793161, -73.848586","raccoon","Employee","Native","DOA",2,"Adult","small mammals-rvs","1-1-1-695100881","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"74807"
"149","3/25/19 15:30","3/25/19 15:45","Queens","Forest Park","40.703437, -73.844306","raccoon","Employee","Native","DOA",0.75,"Adult","small mammals-rvs","1-1-1696746680","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"58159"
"150","3/25/19 13:40","3/25/19 13:53","Queens","Forest Park","Near railroad tracks, entrance by Joseph E. Devoy Playground","raccoon","Public","Native","N/A",0.75,"Adult","small mammals-rvs","","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"151","3/25/19 8:30","3/25/19 9:16","Queens","Marco Giovanelli Playground","40.699031, -73.846816, Park Lane South and Freedom Drive","raccoon","Employee","Native","Unhealthy",1.75,"Adult","small mammals-rvs","1-1-1695100840","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"58076"
"152","3/24/19 12:00","3/24/19 12:00","Brooklyn","Prospect Park","North Lullwater","red eared slider","Employee","Invasive","Injured",2,"Adult","terrestrial reptile or amphibian","","Unfounded",1,TRUE,TRUE,"",1,FALSE,FALSE,""
"153","3/21/19 14:00","3/21/19 14:00","Brooklyn","Owl's Head Park","Between skate park and basketball court (40.6407775,-74.0300068)","raccoon","Central","Native","Unhealthy",2.5,"Adult","small mammals-rvs","1-1-1697238230","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"57777"
"154","3/23/19 15:41","3/23/19 15:41","Manhattan","Riverside Park","151 St and Riverside PK by the bridge area","chicken","Central","Domestic","N/A",1,"Adult","birds","","Unfounded",3,FALSE,FALSE,"",NA,FALSE,FALSE,""
"155","3/22/19 15:45","3/22/19 16:30","Manhattan","Central Park","Ravine, South West of Lasker Rink 40.795300, -73.956231","coyote","Central","Native","N/A",1,"Adult","coyotes","1-1-1698111982","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"156","3/22/19 15:25","3/22/19 15:30","Queens","Forest Park","Greenhouse, near stairs to basement","raccoon","Employee","Native","Healthy",1,"Juvenile","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"157","3/22/19 11:55","3/22/19 12:05","Brooklyn","Owl's Head Park","Men's Bathroom","raccoon","Employee","Native","Healthy",1,"Adult","small mammals-rvs","1-1-1696746580","Relocated/Condition Corrected",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"158","3/21/19 9:00","3/21/19 14:45","Queens","Forest Park","Union/Myrtle, and Myrtle/Park Ln S","raccoon","Public","Native","N/A",0.75,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"159","3/20/19 15:50","3/20/19 15:52","Brooklyn","Owl's Head Park","Colonial Road and 68th Street","raccoon","Employee","Native","Healthy",1,"Adult","small mammals-rvs","1-1-1694107590","Relocated/Condition Corrected",1,FALSE,TRUE,"",0.25,FALSE,FALSE,""
"160","3/19/19 14:00","3/19/19 14:00","Queens","Highland Park","Ridgewood Reservoir","swan","Other","Native","Healthy",4,"Juvenile","birds","","Relocated/Condition Corrected",1,FALSE,TRUE,"",1,FALSE,FALSE,""
"161","3/20/19 9:00","3/20/19 9:40","Brooklyn","Prospect Park","Boathouse 40.661675, -73.965723","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",0.75,"Adult","small mammals-rvs","1-1-1696307430","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"57642"
"162","3/20/19 11:00","3/20/19 11:00","Queens","Highland Park","vehicle access ramp to Ridgewood Reservoir path, 40.691041,-73.884486","skunk","Observed by Ranger","Native","Unhealthy",2.5,"Adult","small mammals-rvs","1-1-196740070","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"57645"
"163","3/20/19 9:10","3/20/19 9:16","Queens","Flushing Meadows Corona Park","Olmstead Garage (40.7519437, -73.8510035)","raccoon","Employee","Native","Unhealthy",4.5,"Adult","small mammals-rvs","1-1-1696740070","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"74207"
"164","3/19/19 11:00","3/19/19 11:30","Manhattan","Central Park","North Meadow Ballfield 3 40.791966, -73.961353","raccoon","Central","Native","N/A",0.5,"Adult","small mammals-rvs","1-1-1696398502","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"165","3/19/19 9:52","3/19/19 10:15","Bronx","Green Street","167th street and Cromwell avenue","opossum","Central","Native","Injured",2,"Adult","small mammals-non rvs","1-1-1692269890","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"57500"
"166","3/18/19 16:45","3/18/19 16:55","Queens","Flushing Meadows Corona Park","Olmsted Center","raccoon","Central","Native","N/A",0.25,"Adult","small mammals-rvs","1-1-1694268370","Unfounded",1,TRUE,FALSE,"",NA,FALSE,FALSE,""
"167","3/18/19 15:30","3/18/19 15:39","Staten Island","Willowbrook Park","Willowbrook pond","canada goose","Central","Native","N/A",0.25,"Adult","birds","","Monitored Animal",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"168","3/18/19 15:20","3/18/19 15:40","Bronx","Orchard Beach","North/East Corner of Parking Lot","skunk","Employee","Native","N/A",1,"Adult","small mammals-rvs","1-1-1680409930","Unfounded",6,FALSE,FALSE,"",NA,FALSE,FALSE,""
"169","3/18/19 12:15","3/18/19 12:00","Brooklyn","Green-Wood Cemetery","Lake Ave (40.6521274,-73.9982851)","raccoon","Observed by Ranger","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1690577742","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"57402"
"170","3/18/19 9:30","3/18/19 9:30","Manhattan","Central Park","The Block House, West Drive","n/a","Conservancies/""Friends of"" Groups","Native","N/A",1,"Adult","raptors","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"171","3/17/19 15:30","3/17/19 15:30","Bronx","Van Cortlandt Park","40°53'39.9""N 73°53'21.6""W","swan","Central","Invasive","Healthy",0.5,"Adult","birds","1-1-1695186100","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"172","3/17/19 11:00","3/17/19 11:00","Queens","Forest Park","Myrtle Avenue and Park Lane South","raccoon","Employee","Native","Healthy",1,"Adult","small mammals-rvs","","Advised/Educated others",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"173","3/16/19 15:00","3/16/19 15:00","Bronx","Orchard Beach","40.87193,-73.78329","harbor seal","Observed by Ranger","Native","Healthy",3.5,"Adult","marine mammals","","Monitored Animal",1,FALSE,TRUE,"",3.5,FALSE,FALSE,""
"174","3/16/19 15:40","3/16/19 15:50","Manhattan","Central Park","Pinetum; E85th and CP Drive","coopers hawk","Conservancies/""Friends of"" Groups","Native","Injured",2,"Adult","birds","1-1-169527040","Rehabilitator",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"175","3/15/19 16:45","3/16/19 9:45","Brooklyn","Prospect Park","Greenwood Ave Entrance","frog","Central","N/A","N/A",1,"Adult","terrestrial reptile or amphibian","1-1-1695206198","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"176","3/16/19 13:30","3/16/19 13:53","Brooklyn","Shore Park and Parkway","40.611201, -74.036748","raccoon","Public","Native","N/A",1.5,"Adult","small mammals-rvs","1-1-1695498528","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"177","3/15/19 16:56","3/15/19 17:01","Bronx","Concrete Plant Park","40°49'37.8""N 73°53'05.8""W","raccoon","Public","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1695217248","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"57180"
"178","3/15/19 15:00","3/15/19 16:00","Manhattan","Central Park","West 77th CPW","squirrel","Central","Native","N/A",1,"Adult","small mammals-non rvs","1-1-1695193592","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"179","3/14/19 10:00","3/15/19 0:00","Manhattan","Central Park","North Meadow near Ballfield 3","raccoon","Public","Native","N/A",1,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"180","3/14/19 14:15","3/14/19 14:20","Queens","Highland Park","Behind  ballfield 4, 40.684058, -73.893347","raccoon","Employee","Native","Unhealthy",1.5,"Adult","small mammals-rvs","","Monitored Animal",1,FALSE,TRUE,"",1,FALSE,FALSE,""
"181","3/14/19 9:00","3/14/19 9:10","Queens","Macneil Park","40.793108, -73.851993","raccoon","Employee","Native","DOA",2,"Adult","small mammals-rvs","1-1-1694268171","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"182","3/14/19 9:00","3/14/19 9:00","Queens","Juniper Valley Park","Juniper South Playground, 40.718657, -73.882332","raccoon","Employee","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1689648890","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"57031"
"183","3/13/19 15:00","3/13/19 16:00","Queens","Forest Park","88th Street and Myrtle Ave (40.702828, -73.858941)","raccoon","Employee","Native","Injured",2,"Juvenile","small mammals-rvs","1-1-1689343822","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"56993"
"184","3/13/19 13:00","3/13/19 13:15","Manhattan","Greeley Square Park","42West 33rd St","woodcock","Public","Native","Injured",3,"Adult","birds","","Rehabilitator",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"185","3/12/19 12:00","3/12/19 12:30","Manhattan","Central Park","40°47'08.7""N 73°57'27.3""W  ;   between E 92nd & 93rd  & 5th Ave","raccoon","Conservancies/""Friends of"" Groups","Native","DOA",1,"Adult","small mammals-rvs","1-1-1690353720","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"56886"
